assertion_id,variation_id,gene,baseline_portability_score,baseline_nonportability_score,baseline_regime_primary,baseline_architecture_family,baseline_regime_assignment_reason,baseline_collision_flag,baseline_underresolved_flag,baseline_nonspecific_flag,baseline_structural_electrical_flag,baseline_conduction_overlap_flag,baseline_syndromic_metabolic_overlap_flag,baseline_broad_ambiguous_condition_flag
CM_1285108,1285108,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1285115,1285115,FLNC,38.0,62.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1285121,1285121,MYBPC3,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1285133,1285133,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1285158,1285158,TTN,60.0,40.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1285162,1285162,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1285503,1285503,LMNA,42.0,58.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_1296982,1296982,DSG2,42.0,58.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_1297006,1297006,PKP2,42.0,58.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_1297053,1297053,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1297705,1297705,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1298381,1298381,TTN,52.0,48.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1298511,1298511,MYBPC3,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1298512,1298512,MYBPC3,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1298847,1298847,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1299289,1299289,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1299521,1299521,MYH7,87.0,13.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_cardiomyopathy_baseline,False,False,False,False,False,False,False
CM_1299837,1299837,LMNA,38.0,62.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1299840,1299840,MYBPC3,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1299910,1299910,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1299952,1299952,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1299961,1299961,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1301518,1301518,DSG2,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1301741,1301741,MYBPC3,82.0,18.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_HCM_baseline,False,False,False,False,False,False,False
CM_1301885,1301885,MYH7,42.0,58.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_130686,130686,TTN,37.0,63.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_1308669,1308669,LMNA,72.0,28.0,syndromic_metabolic_overlap_baseline,baseline_syndromic_metabolic_overlap,syndromic_metabolic_baseline_label,False,False,False,False,False,True,False
CM_1319259,1319259,TNNT2,87.0,13.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_HCM_baseline,False,False,False,False,False,False,False
CM_1319904,1319904,FLNC,55.0,45.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_1319918,1319918,DSC2,50.0,50.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_1320039,1320039,MYBPC3,82.0,18.0,sarcomeric_phenotype_anchored_baseline,baseline_phenotype_anchored,sarcomeric_gene_HCM_baseline,False,False,False,False,False,False,False
CM_132133,132133,TTN,60.0,40.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_132134,132134,TTN,60.0,40.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_132135,132135,TTN,37.0,63.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_132137,132137,TTN,70.0,30.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_132138,132138,TTN,37.0,63.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_1321424,1321424,PKP2,60.0,40.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_1321500,1321500,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1322203,1322203,DES,38.0,62.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1322771,1322771,DSC2,50.0,50.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_1322784,1322784,DSP,75.0,25.0,arrhythmogenic_structural_electrical_baseline,baseline_structural_electrical_overlap,structural_electrical_gene_ARVC_baseline,False,False,False,True,False,False,False
CM_1322924,1322924,FLNC,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1322926,1322926,FLNC,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1323240,1323240,LMNA,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1323724,1323724,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1323725,1323725,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1323968,1323968,BAG3,65.0,35.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1324072,1324072,BAG3,65.0,35.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1324087,1324087,BAG3,65.0,35.0,dilated_conduction_overlap_baseline,baseline_conduction_or_structural_overlap,DCM_conduction_sudden_death_gene_context,False,False,False,True,True,False,False
CM_1324094,1324094,BAG3,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1324125,1324125,BAG3,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1324260,1324260,BAG3,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1324294,1324294,DSG2,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1324419,1324419,FLNC,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1324669,1324669,LMNA,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1324670,1324670,LMNA,30.0,70.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1325260,1325260,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1325263,1325263,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1325264,1325264,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1325276,1325276,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1325277,1325277,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1325278,1325278,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1325280,1325280,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1325290,1325290,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1325291,1325291,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1325292,1325292,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1325293,1325293,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1325301,1325301,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1325303,1325303,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1325803,1325803,DSG2,42.0,58.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_1326923,1326923,TTN,33.0,67.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1326970,1326970,DSP,85.0,15.0,arrhythmogenic_structural_electrical_baseline,baseline_structural_electrical_overlap,structural_electrical_gene_ARVC_baseline,False,False,False,True,False,False,False
CM_1327353,1327353,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1327787,1327787,MYBPC3,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1328046,1328046,DES,38.0,62.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
CM_1329059,1329059,TTN,37.0,63.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,False
CM_132908,132908,MYH7,55.0,45.0,cardiomyopathy_model_collision_baseline,baseline_model_collision,baseline_labels_span_multiple_environments,True,False,False,False,False,False,False
CM_1329109,1329109,TTN,25.0,75.0,nonspecific_cardiomyopathy_baseline,baseline_underresolved_contextual,broad_or_ambiguous_baseline_label|nonspecific_or_unknown_baseline_environment,False,True,True,False,False,False,True
