assertion_id,variation_id,gene,condition_label_followup,followup_environment_v2,classification_change,condition_label_change,cross_environment_drift,within_environment_label_drift,self_loop_stable,review_status_change,submitter_count_change,any_meaning_drift,semantic_drift_without_reclassification
CM_132934,132934,MYH7,Familial cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329379,1329379,MYBPC3,Cardiomyopathy;Hypertrophic cardiomyopathy,HCM,False,True,True,False,False,True,True,True,True
CM_1329381,1329381,MYBPC3,Cardiomyopathy;Hypertrophic cardiomyopathy,HCM,False,True,True,False,False,True,True,True,True
CM_1329384,1329384,MYBPC3,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329385,1329385,MYBPC3,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329389,1329389,MYBPC3,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329391,1329391,MYBPC3,Cardiomyopathy;Hypertrophic cardiomyopathy;Cardiovascular phenotype,HCM,False,False,False,False,True,False,False,False,False
CM_1329392,1329392,MYBPC3,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329393,1329393,MYBPC3,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329394,1329394,MYBPC3,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329395,1329395,MYBPC3,Cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1329406,1329406,MYH7,Cardiomyopathy;Hypertrophic cardiomyopathy,HCM,False,True,True,False,False,True,True,True,True
CM_1329855,1329855,PKP2,Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,False,False,False,True,False,False,False,False
CM_1330741,1330741,TTN,not provided;Early-onset myopathy with fatal cardiomyopathy;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,True,False,False,True,True,True,True
CM_1332983,1332983,DES,Bradycardia;Progressive familial heart block,conduction-cardiomyopathy overlap,False,False,False,False,True,False,False,False,False
CM_1333109,1333109,TTN,Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_1333262,1333262,MYBPC3,Hypertrophic cardiomyopathy 4;Hypertrophic cardiomyopathy,HCM,False,True,False,True,True,True,True,True,True
CM_1333296,1333296,ACTN2,Dilated cardiomyopathy 1AA,DCM,False,False,False,False,True,False,False,False,False
CM_1333356,1333356,MYBPC3,Hypertrophic cardiomyopathy 4;Hypertrophic cardiomyopathy,HCM,False,True,False,True,True,True,True,True,True
CM_1333490,1333490,MYBPC3,Hypertrophic cardiomyopathy 4;Cardiomyopathy,HCM,False,True,False,True,True,True,True,True,True
CM_1333510,1333510,MYBPC3,Hypertrophic cardiomyopathy 4;Hypertrophic cardiomyopathy;Cardiovascular phenotype,HCM,False,True,False,True,True,True,True,True,True
CM_1333564,1333564,MYH7,Hypertrophic cardiomyopathy 1;not provided,HCM,False,True,False,True,True,True,True,True,True
CM_1333568,1333568,MYBPC3,Hypertrophic cardiomyopathy 4;not provided,HCM,False,True,False,True,True,True,True,True,True
CM_1333631,1333631,MYH7,Hypertrophic cardiomyopathy 1,HCM,False,False,False,False,True,False,False,False,False
CM_1333641,1333641,MYH7,Hypertrophic cardiomyopathy 1,HCM,False,False,False,False,True,False,False,False,False
CM_1333835,1333835,TTN,Dilated cardiomyopathy 1G;Primary dilated cardiomyopathy,DCM,False,True,False,True,True,True,True,True,True
CM_1333836,1333836,TTN,Hypertrophic cardiomyopathy 9,HCM,False,False,False,False,True,False,False,False,False
CM_1333968,1333968,MYBPC3,Hypertrophic cardiomyopathy 4;Hypertrophic cardiomyopathy,HCM,False,True,False,True,True,True,True,True,True
CM_1334101,1334101,DES,Desmin-related myofibrillar myopathy,other/unknown,False,False,False,False,True,False,False,False,False
CM_1335099,1335099,PKP2,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1335139,1335139,MYH7,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1335938,1335938,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,True,False,False,False,True,True,True
CM_1335941,1335941,DSP,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1335942,1335942,ACTC1,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1335943,1335943,MYH7,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1338284,1338284,LMNA,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1338321,1338321,LMNA,not provided;Charcot-Marie-Tooth disease type 2,other/unknown,False,True,False,True,True,True,True,True,True
CM_1338737,1338737,PKP2,Left ventricular noncompaction cardiomyopathy,LVNC,False,False,False,False,True,False,False,False,False
CM_1338801,1338801,TTN,Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_1338863,1338863,FLNC,Spastic ataxia;Cerebellar ataxia,other/unknown,False,False,False,False,True,False,False,False,False
CM_1338897,1338897,DSC2,not provided;Arrhythmogenic right ventricular dysplasia 11,other/unknown,False,True,False,True,True,True,True,True,True
CM_1339288,1339288,DSP,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1339493,1339493,TTN,TTN-related disorder,other/unknown,False,True,False,True,True,False,False,True,True
CM_1339577,1339577,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1339753,1339753,TTN,Primary familial dilated cardiomyopathy,DCM,False,False,False,False,True,False,False,False,False
CM_1341358,1341358,LMNA,7 conditions,other/unknown,False,False,False,False,True,False,False,False,False
CM_1341608,1341608,DSG2,not provided;Arrhythmogenic right ventricular cardiomyopathy,ARVC/ACM,False,True,True,False,False,True,True,True,True
CM_1341987,1341987,MYH7,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1342136,1342136,TTN,Tip-toe gait;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,True,False,False,True,True,True,True
CM_1342294,1342294,PKP2,Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,False,False,False,True,True,True,True,False
CM_1342667,1342667,PKP2,Arrhythmogenic right ventricular dysplasia 9;PKP2-related disorder,other/unknown,False,True,False,True,True,False,True,True,True
CM_1343046,1343046,DSG2,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1343079,1343079,DSP,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1343346,1343346,ACTN2,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1343363,1343363,MYBPC3,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_1343457,1343457,MYBPC3,Cardiomyopathy;not provided;Hypertrophic cardiomyopathy;Cardiovascular phenotype,HCM,False,False,False,False,True,False,False,False,False
CM_1343751,1343751,LMNA,Cardiomyopathy;11 conditions,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_1344499,1344499,TTN,Tip-toe gait,other/unknown,False,True,False,True,True,False,False,True,True
CM_1344540,1344540,PKP2,Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,False,False,False,True,False,False,False,False
CM_1345114,1345114,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1345174,1345174,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1345183,1345183,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1345232,1345232,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1345326,1345326,DSP,Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_1345432,1345432,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype,DCM,False,False,False,False,True,False,False,False,False
CM_1345536,1345536,FLNC,not provided;Distal myopathy with posterior leg and anterior hand involvement;Hypertrophic cardiomyopathy 26;Myofibrillar myopathy 5,HCM,False,True,False,True,True,False,False,True,True
CM_1345676,1345676,MYBPC3,Hypertrophic cardiomyopathy;Left ventricular noncompaction 10,LVNC,False,True,True,False,False,False,True,True,True
CM_1345754,1345754,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype,DCM,False,True,False,True,True,True,True,True,True
CM_1345861,1345861,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1346440,1346440,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1346530,1346530,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1346678,1346678,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1346730,1346730,FLNC,"Distal myopathy with posterior leg and anterior hand involvement;Dilated Cardiomyopathy, Dominant;Hypertrophic cardiomyopathy 26;Myofibrillar myopathy 5",HCM,False,False,False,False,True,False,False,False,False
CM_1346846,1346846,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_1347013,1347013,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,True,False,False
CM_1347909,1347909,LMNA,Charcot-Marie-Tooth disease type 2,other/unknown,False,False,False,False,True,False,False,False,False
CM_1348421,1348421,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;not provided,DCM,False,True,False,True,True,True,True,True,True
CM_1348431,1348431,FLNC,not provided;Distal myopathy with posterior leg and anterior hand involvement;Hypertrophic cardiomyopathy 26;Myofibrillar myopathy 5,HCM,False,True,False,True,True,False,False,True,True
CM_1348562,1348562,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype;not provided,DCM,False,True,False,True,True,True,True,True,True
CM_1348739,1348739,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_1348822,1348822,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,False,False,False,True,False,False,False,False
CM_1348848,1348848,FLNC,not provided;Distal myopathy with posterior leg and anterior hand involvement;Hypertrophic cardiomyopathy 26;Myofibrillar myopathy 5,HCM,False,True,False,True,True,False,False,True,True
CM_1348909,1348909,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_1349431,1349431,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_1349555,1349555,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Cardiovascular phenotype,DCM,False,True,False,True,True,True,True,True,True
CM_1349799,1349799,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_1349906,1349906,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_1350054,1350054,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_1350073,1350073,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype,DCM,False,True,False,True,True,True,True,True,True
CM_1352033,1352033,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_1353815,1353815,DSG2,Arrhythmogenic right ventricular dysplasia 10,other/unknown,False,False,False,False,True,False,False,False,False
CM_1354106,1354106,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_1354302,1354302,PKP2,Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,False,False,False,True,False,False,False,False
CM_1356582,1356582,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_1358209,1358209,PKP2,Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,False,False,False,True,False,False,False,False
CM_1358953,1358953,LMNA,Charcot-Marie-Tooth disease type 2,other/unknown,False,False,False,False,True,False,False,False,False
CM_1359238,1359238,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_1359544,1359544,DSC2,Arrhythmogenic right ventricular dysplasia 11,other/unknown,False,False,False,False,True,False,False,False,False
CM_1359564,1359564,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype,DCM,False,True,False,True,True,True,True,True,True
CM_13599,13599,JUP,Naxos disease;not provided;Arrhythmogenic right ventricular dysplasia 12,other/unknown,False,False,False,False,True,True,True,True,False
CM_1361795,1361795,DSP,Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_1361860,1361860,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_1361957,1361957,FLNC,Hypertrophic cardiomyopathy 26;not provided;Distal myopathy with posterior leg and anterior hand involvement;Myofibrillar myopathy 5,HCM,False,True,False,True,True,True,True,True,True
CM_1362183,1362183,MYBPC3,Hypertrophic cardiomyopathy;Cardiomyopathy,HCM,False,True,False,True,True,True,True,True,True
CM_1362593,1362593,FLNC,not provided;Distal myopathy with posterior leg and anterior hand involvement;Hypertrophic cardiomyopathy 26;Myofibrillar myopathy 5,HCM,False,True,False,True,True,False,False,True,True
CM_1362749,1362749,BAG3,Dilated cardiomyopathy 1HH;Myofibrillar myopathy 6,DCM,False,False,False,False,True,False,False,False,False
CM_1363212,1363212,JUP,Naxos disease;Arrhythmogenic right ventricular dysplasia 12,other/unknown,False,False,False,False,True,False,False,False,False
CM_13636,13636,PLN,Dilated cardiomyopathy 1P;not provided;Primary dilated cardiomyopathy;Cardiomyopathy,DCM,False,False,False,False,True,False,False,False,False
CM_13637,13637,PLN,Dilated cardiomyopathy 1P;Hypertrophic cardiomyopathy 18;Sudden cardiac death;Cardiac arrest;Primary dilated cardiomyopathy;Hypertrophic cardiomyopathy;not provided;Cardiovascular phenotype;Cardiomyopathy;Intrinsic cardiomyopathy;PLN-related disorder,HCM,False,True,False,True,True,False,True,True,True
