assertion_id,domain,variation_id,gene,input_condition_label,normalized_condition_label,baseline_environment,classification,review_status,submitter_count,cab_portability_regime,cab_portability_score,cab_mode,direct_deterministic_use_allowed,routing_decision_source,routing_primary_action,routing_secondary_flags,unsupported_reuse_risk,cross_environment_drift_risk,condition_label_drift_risk,warning_codes,explanation_short,evidence_fields_used,limitations
CM_1002513,cardiomyopathy,CM_1002513,TPM1,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,87.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_14511,cardiomyopathy,CM_14511,LMNA,,,nonspecific cardiomyopathy,,,0,nonspecific_cardiomyopathy_baseline,38.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1451178,cardiomyopathy,CM_1451178,DSC2,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,42.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1451216,cardiomyopathy,CM_1451216,LMNA,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,42.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1451256,cardiomyopathy,CM_1451256,DSP,,,ARVC/ACM,,,0,arrhythmogenic_structural_electrical_baseline,67.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_14514,cardiomyopathy,CM_14514,LMNA,,,nonspecific cardiomyopathy,,,0,nonspecific_cardiomyopathy_baseline,38.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_14516,cardiomyopathy,CM_14516,LMNA,,,syndromic/metabolic cardiomyopathy,,,0,syndromic_metabolic_overlap_baseline,80.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1451660,cardiomyopathy,CM_1451660,DSP,,,ARVC/ACM,,,0,arrhythmogenic_structural_electrical_baseline,67.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1451679,cardiomyopathy,CM_1451679,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,82.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_14518,cardiomyopathy,CM_14518,LMNA,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,38.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1452110,cardiomyopathy,CM_1452110,PKP2,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,42.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1452111,cardiomyopathy,CM_1452111,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1452172,cardiomyopathy,CM_1452172,DSP,,,ARVC/ACM,,,0,arrhythmogenic_structural_electrical_baseline,67.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1452187,cardiomyopathy,CM_1452187,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,82.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_14522,cardiomyopathy,CM_14522,LMNA,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,38.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1452208,cardiomyopathy,CM_1452208,BAG3,,,DCM,,,0,dilated_conduction_overlap_baseline,57.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1452287,cardiomyopathy,CM_1452287,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,82.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_14523,cardiomyopathy,CM_14523,LMNA,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,38.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_14524,cardiomyopathy,CM_14524,LMNA,,,nonspecific cardiomyopathy,,,0,nonspecific_cardiomyopathy_baseline,48.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1452427,cardiomyopathy,CM_1452427,FLNC,,,HCM,,,0,cardiomyopathy_model_collision_baseline,47.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1452430,cardiomyopathy,CM_1452430,FLNC,,,HCM,,,0,cardiomyopathy_model_collision_baseline,47.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_14525,cardiomyopathy,CM_14525,LMNA,,,nonspecific cardiomyopathy,,,0,nonspecific_cardiomyopathy_baseline,48.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_1452523,cardiomyopathy,CM_1452523,JUP,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,42.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
